type,module,sourceLine,snippet
for,27-npc-enemies-combat-camera-action.js,4827,for(const e of world.enemies){
if,27-npc-enemies-combat-camera-action.js,4828,"if(e.dead){if(performance.now()-e.lastHit>18000){e.dead=false;e.hp=e.type==='golem'?3:1;e.group.visible=true;e.group.position.set(e.baseX,0,e.baseZ);}continue;}"
if,27-npc-enemies-combat-camera-action.js,4830,if(d<9&&!currentHouse){tx=player.x;tz=player.z;}
if,27-npc-enemies-combat-camera-action.js,4832,"if(d<1.45&&performance.now()>player.damageUntil){player.damageUntil=performance.now()+1100;if(performance.now()<player.shieldUntil){toast('O Escudo Furtivo bloqueou o ataque!','good',1300);beep(690,60,'sine');continue;}state.needs.energy=clamp(state.needs.energy-12,0,100);state.needs.fun=clamp(state.needs.fun-4,0,100);toast('Monstro acertou!','bad');vibrate([35,40,35]);saveState();}"
if,27-npc-enemies-combat-camera-action.js,4837,"if(!target||distance2D(player,target.group.position)>2.35){toast('Nada para atacar por perto.','warn');return;}"
if,27-npc-enemies-combat-camera-action.js,4841,"if(enemy.dead)return;enemy.hp-=amount;enemy.lastHit=performance.now();enemy.group.scale.set(1.18,.82,1.18);setTimeout(()=>enemy.group&&enemy.group.scale.set(1,1,1),130);"
if,27-npc-enemies-combat-camera-action.js,4842,"if(enemy.hp<=0){enemy.dead=true;enemy.group.visible=false;state.defeated++;addXP(enemy.type==='golem'?45:20);addCoins(enemy.type==='golem'?35:12);toast('Monstro derrotado!','good');evaluateMissions();saveState();}"
if,27-npc-enemies-combat-camera-action.js,4845,if(!els.modal.hidden||paused||player.transit.mode)return;
if,27-npc-enemies-combat-camera-action.js,4846,if(player.vehicle||player.boating){vehicleHorn();return;}
if,27-npc-enemies-combat-camera-action.js,4847,"if(currentHouse){toast('Use o poder do lado de fora.','warn');return;}"
if,27-npc-enemies-combat-camera-action.js,4851,"for(let i=world.fireballs.length-1;i>=0;i--){const f=world.fireballs[i];f.life-=dt;f.x+=f.vx*dt;f.z+=f.vz*dt;f.mesh.position.set(f.x,f.y,f.z);f.mesh.rotation.x+=dt*7;f.mesh.rotation.y+=dt*9;let hit=false;for(const e of world.enemies){if(!e.dead&&Math.hypot(f.x-e.group.position.x,f.z-e.group.position.z)<1.1){damageEnemy(e,1);hit=true;break;}}if(hit||f.life<=0){worldGroup.remove(f.mesh);world.fireballs.splice(i,1);}}"
for,27-npc-enemies-combat-camera-action.js,4851,"for(let i=world.fireballs.length-1;i>=0;i--){const f=world.fireballs[i];f.life-=dt;f.x+=f.vx*dt;f.z+=f.vz*dt;f.mesh.position.set(f.x,f.y,f.z);f.mesh.rotation.x+=dt*7;f.mesh.rotation.y+=dt*9;let hit=false;for(const e of world.enemies){if(!e.dead&&Math.hypot(f.x-e.group.position.x,f.z-e.group.position.z)<1.1){damageEnemy(e,1);hit=true;break;}}if(hit||f.life<=0){worldGroup.remove(f.mesh);world.fireballs.splice(i,1);}}"
if,27-npc-enemies-combat-camera-action.js,4856,if(player.transit.mode==='bus'){
if,27-npc-enemies-combat-camera-action.js,4858,if(bus){
if,27-npc-enemies-combat-camera-action.js,4865,if(!desiredPos&&fishingVisual?.active){
if,27-npc-enemies-combat-camera-action.js,4872,if(!desiredPos&&currentHouse&&cameraMode==='interior'){
if,27-npc-enemies-combat-camera-action.js,4875,}else if(!desiredPos){
else,27-npc-enemies-combat-camera-action.js,4875,}else if(!desiredPos){
if,27-npc-enemies-combat-camera-action.js,4877,"if((player.vehicle||player.boating)&&!input.cameraDrag){const heading=player.vehicle?player.car.heading:player.boat.heading;cameraYaw=lerpAngle(cameraYaw,Math.PI-heading,Math.min(1,dt*3.2));}"
if,27-npc-enemies-combat-camera-action.js,4889,if(activeRace)return null;
if,27-npc-enemies-combat-camera-action.js,4890,if(player.transit.mode==='metro')return null;
if,27-npc-enemies-combat-camera-action.js,4891,"if(player.transit.mode==='bus')return{id:'request-bus-stop',type:'bus',icon:'🔔',label:player.transit.requestStop?'Parada já solicitada':'Pedir próxima parada',radius:999,priority:999,action:()=>{player.transit.requestStop=true;updateTransitPanel();toast('Parada solicitada.','good',1200);}};"
if,27-npc-enemies-combat-camera-action.js,4892,"if(player.boating){const free=!player.boat.passengerOf&&!player.boat.passengerUid&&!player.boat.passengerBotId,remote=free?nearestRemotePlayer():null,npc=free?nearestBoardableNpc():null;if(remote)return{id:`boat-remote-${remote.uid}`,type:'remote-player',icon:'🌐',label:`Convidar ${remote.ghost.userData.displayName||'Jogador'} para o barco`,radius:999,priority:1001,action:()=>openRemotePlayerActions(remote.uid,remote.ghost)};if(npc)return{id:`boat-invite-${npc.id}`,type:'boat',icon:'🛶',label:`Con"
if,27-npc-enemies-combat-camera-action.js,4893,"if(player.vehicle){const free=!player.car.passengerOf&&!player.car.passengerUid&&!player.car.passengerBotId,remote=free?nearestRemotePlayer():null,npc=free?nearestBoardableNpc():null;if(remote)return{id:`car-remote-${remote.uid}`,type:'remote-player',icon:'🌐',label:`Convidar ${remote.ghost.userData.displayName||'Jogador'} para o carro`,radius:999,priority:1001,action:()=>openRemotePlayerActions(remote.uid,remote.ghost)};if(npc)return{id:`car-invite-${npc.id}`,type:'vehicle',icon:'🚗',label:`Convi"
if,27-npc-enemies-combat-camera-action.js,4894,"if(buildMode)return{id:'place-build',type:'build',icon:'🧱',label:`Confirmar ${BUILD_RECIPES[buildMode]?.name||'construção'}`,radius:999,priority:999,action:placeBuild};"
if,27-npc-enemies-combat-camera-action.js,4895,"const remote=nearestRemotePlayer();if(remote)return{id:`remote-${remote.uid}`,type:'remote-player',icon:'🌐',label:`Interagir: ${remote.ghost.userData.displayName||'Jogador'}`,radius:2.8,priority:980,x:remote.ghost.position.x,z:remote.ghost.position.z,action:()=>openRemotePlayerActions(remote.uid,remote.ghost)};"
for,27-npc-enemies-combat-camera-action.js,4897,for(const it of world.interactables){
if,27-npc-enemies-combat-camera-action.js,4898,if(!isInteractionAvailable(it))continue;
if,27-npc-enemies-combat-camera-action.js,4900,if(d>(it.radius||2))continue;
if,27-npc-enemies-combat-camera-action.js,4902,if(score<best){best=score;nearest=it;}
if,27-npc-enemies-combat-camera-action.js,4907,"const now=performance.now(),moved=Math.hypot(player.x-lastContextScanX,player.z-lastContextScanZ);if(!force&&now-lastContextScanAt<85&&moved<.18)return;lastContextScanAt=now;lastContextScanX=player.x;lastContextScanZ=player.z;"
if,27-npc-enemies-combat-camera-action.js,4908,"const next=nearestInteractable();const id=next?.id||'';if(!force&&id===lastContextId)return;lastContextId=id;currentContext=next;els.contextPrompt.hidden=!next;els.actionBtn.classList.toggle('pulse',!!next);els.contextIcon.textContent=next?.icon||'⚔';els.contextLabel.textContent=next?.label||'Atacar';els.contextHint.textContent=next?'Toque em AÇÃO':'Ataque próximo';const span=$('span',els.actionBtn);const icon=$('b',els.actionBtn);if(span)span.textContent=next?'Ação':'Espada';if(icon)icon.textCo"
if,27-npc-enemies-combat-camera-action.js,4911,if(paused||!els.modal.hidden||performance.now()<actionLockedUntil)return;
if,27-npc-enemies-combat-camera-action.js,4913,if(state.ui.quickOpen){state.ui.quickOpen=false;syncMobilePanels();}
if,27-npc-enemies-combat-camera-action.js,4914,if(typeof handleActiveSportActionV704==='function'&&handleActiveSportActionV704()){updateContext(true);return;}
if,27-npc-enemies-combat-camera-action.js,4916,"if(target&&target.radius!==999){const pos=worldPos(target);if(!isInteractionAvailable(target)||Math.hypot(player.x-pos.x,player.z-pos.z)>(target.radius||2)+.2)target=null;}"
if,27-npc-enemies-combat-camera-action.js,4917,if(!target)target=nearestInteractable();
if,27-npc-enemies-combat-camera-action.js,4919,if(target){target.action();updateContext(true);return;}
if,27-npc-enemies-combat-camera-action.js,4924,"updateNeeds.acc=(updateNeeds.acc||0)+dt;if(updateNeeds.acc<1)return;const sec=updateNeeds.acc;updateNeeds.acc=0;state.needs.hunger=clamp(state.needs.hunger-sec*.065,0,100);state.needs.energy=clamp(state.needs.energy-sec*((player.vehicle||player.boating)?(sprintRequested()?.085:.035):(input.isSprinting?.16:.045)),0,100);state.needs.fun=clamp(state.needs.fun-sec*.025,0,100);state.needs.hygiene=clamp(state.needs.hygiene-sec*.028,0,100);if(state.needs.hunger<8&&Math.random()<.08)toast(`${playerDispl"
for,28-multiplayer-social-online.js,4942,"for(const[uid,entry]of Object.entries(value.players||{}))players[uid]={...entry,name:remotePlayerName(entry?.name,uid)};"
if,28-multiplayer-social-online.js,4943,"clean.players=players;if(value.result){const winnerUid=String(value.result.winnerUid||''),loserUid=String(value.result.loserUid||'');clean.result={...value.result,winnerName:value.result.draw?'Empate':remotePlayerName(players[winnerUid]?.name,winnerUid),loserName:value.result.draw?'':remotePlayerName(players[loserUid]?.name,loserUid)};}return clean;"
if,28-multiplayer-social-online.js,4947,"function closeChallengePrompt(){if(!els.challengePrompt)return;document.body.classList.remove('social-prompt-open');els.challengePrompt.hidden=true;els.challengePrompt.classList.remove('ready','incoming','social');promptChallengeId='';promptSessionId='';promptSocialRequestId='';els.challengePromptAccept.disabled=false;els.challengePromptDecline.disabled=false;}"
if,28-multiplayer-social-online.js,4948,"function showIncomingChallengePrompt(c){if(!guardianCommunicationAllowed()||!c||c.status!=='pending'||!els.challengePrompt)return;document.body.classList.add('social-prompt-open');promptChallengeId=c.id;promptSessionId='';els.challengePrompt.classList.add('incoming');els.challengePrompt.classList.remove('ready','social');els.challengePromptKicker.textContent='NOVO DESAFIO';els.challengePromptTitle.textContent=`${c.fromName||'Jogador'} desafiou você`;els.challengePromptText.textContent=`${multipl"
if,28-multiplayer-social-online.js,4949,"function showReadySessionPrompt(s){if(!guardianCommunicationAllowed()||!s||s.status!=='active'||!els.challengePrompt)return;document.body.classList.add('social-prompt-open');const uid=window.OTTHOS_RTDB?.uid,mine=s.players?.[uid];if(mine?.finished)return;promptSessionId=s.id;promptChallengeId='';els.challengePrompt.classList.add('ready');els.challengePrompt.classList.remove('incoming','social');els.challengePromptKicker.textContent='PARTIDA PRONTA';els.challengePromptTitle.textContent=`Duelo de "
if,28-multiplayer-social-online.js,4954,if(!guardianCommunicationAllowed()||!request||request.status!=='pending'||Number(request.expiresAt||0)<=Date.now()||!els.challengePrompt)return;
if,28-multiplayer-social-online.js,4959,"if(!guardianCommunicationAllowed()){toast('A interação online está temporariamente indisponível.','warn',2800);return false;}"
if,28-multiplayer-social-online.js,4960,"if(actionType==='boatPassenger'&&(!player.boating||player.boat.passengerOf)){toast('Somente o motorista do barco pode convidar um passageiro.','warn',2500);return false;}"
if,28-multiplayer-social-online.js,4961,"if(actionType==='boatPassenger'&&(player.boat.passengerUid||player.boat.passengerBotId)){toast('Este barco já tem um passageiro.','warn',2300);return false;}"
if,28-multiplayer-social-online.js,4962,"if(actionType==='vehiclePassenger'&&(!player.vehicle||player.car.passengerOf)){toast('Somente o motorista do carro pode convidar um passageiro.','warn',2500);return false;}"
if,28-multiplayer-social-online.js,4963,"if(actionType==='vehiclePassenger'&&(player.car.passengerUid||player.car.passengerBotId)){toast('Este carro já tem um passageiro.','warn',2300);return false;}"
if,28-multiplayer-social-online.js,4964,"const result=await window.OTTHOS_RTDB?.sendSocialRequest?.(targetUid,actionType,targetName,extra);if(result?.ok){state.multiplayerRequests.lastSentAt=Date.now();saveState();toast(`Convite enviado para ${targetName}.`,'good',2300);return true;}toast(result?.error||'Não foi possível enviar o convite.','warn',2600);return false;"
if,28-multiplayer-social-online.js,4967,const rewardKey=String(context.requestId||'');if(rewardKey&&state.multiplayerRequests.completed.includes(rewardKey))return;
if,28-multiplayer-social-online.js,4968,"if(['dance','play','highfive','hug','selfie'].includes(actionType)){triggerEmote(actionType);if(actionType==='play')state.needs.fun=clamp(state.needs.fun+10,0,100);}"
if,28-multiplayer-social-online.js,4969,"else if(actionType==='vehiclePassenger'){if(context.role==='passenger'||context.incoming)enterVehicleAsPassenger(context.fromUid||context.partnerUid,context.vehicleId||'');else{player.car.passengerUid=context.partnerUid||'';toast(`${context.partnerName||'Seu amigo'} entrou como passageiro.`,'good',2600);}}"
else,28-multiplayer-social-online.js,4969,"else if(actionType==='vehiclePassenger'){if(context.role==='passenger'||context.incoming)enterVehicleAsPassenger(context.fromUid||context.partnerUid,context.vehicleId||'');else{player.car.passengerUid=context.partnerUid||'';toast(`${context.partnerName||'Seu amigo'} entrou como passageiro.`,'good',2600);}}"
if,28-multiplayer-social-online.js,4970,"else if(actionType==='boatPassenger'){if(context.role==='passenger'||context.incoming)enterBoatAsPassenger(context.fromUid||context.partnerUid);else{player.boat.passengerUid=context.partnerUid||'';toast(`${context.partnerName||'Seu amigo'} entrou como passageiro.`,'good',2600);}}"
else,28-multiplayer-social-online.js,4970,"else if(actionType==='boatPassenger'){if(context.role==='passenger'||context.incoming)enterBoatAsPassenger(context.fromUid||context.partnerUid);else{player.boat.passengerUid=context.partnerUid||'';toast(`${context.partnerName||'Seu amigo'} entrou como passageiro.`,'good',2600);}}"
if,28-multiplayer-social-online.js,4971,"else if(actionType==='fishTogether'){startFishing(player.boating?'boat':'shore',{cooperative:true,requestId:rewardKey,partnerName:context.partnerName||context.fromName||'amigo'});}"
else,28-multiplayer-social-online.js,4971,"else if(actionType==='fishTogether'){startFishing(player.boating?'boat':'shore',{cooperative:true,requestId:rewardKey,partnerName:context.partnerName||context.fromName||'amigo'});}"
if,28-multiplayer-social-online.js,4972,else if(actionType==='campfireJoin'){openNearestCampfire();}
else,28-multiplayer-social-online.js,4972,else if(actionType==='campfireJoin'){openNearestCampfire();}
if,28-multiplayer-social-online.js,4973,"else if(actionType==='huntTogether'){startHunting({cooperative:true,requestId:rewardKey,partnerName:context.partnerName||context.fromName||'amigo'});}"
else,28-multiplayer-social-online.js,4973,"else if(actionType==='huntTogether'){startHunting({cooperative:true,requestId:rewardKey,partnerName:context.partnerName||context.fromName||'amigo'});}"
if,28-multiplayer-social-online.js,4974,if(rewardKey){state.multiplayerRequests.completed.push(rewardKey);state.multiplayerRequests.completed=state.multiplayerRequests.completed.slice(-80);}saveState();
if,28-multiplayer-social-online.js,4977,"const request=incomingSocialRequests.get(id);if(!request)return;els.challengePromptAccept.disabled=true;els.challengePromptDecline.disabled=true;const result=await window.OTTHOS_RTDB?.respondSocialRequest?.(id,'accepted');"
if,28-multiplayer-social-online.js,4978,"if(result?.ok){closeChallengePrompt();applyAcceptedSocialAction(request.actionType,{incoming:true,role:['boatPassenger','vehiclePassenger'].includes(request.actionType)?'passenger':'participant',requestId:id,fromUid:request.fromUid,fromName:request.fromName,partnerName:request.fromName,vehicleId:request.vehicleId||request.extra?.vehicleId||''});toast(`Convite de ${request.fromName||'Jogador'} aceito.`,'good',2200);setTimeout(()=>window.OTTHOS_RTDB?.completeSocialRequest?.(id),1800);}else{closeCh"
else,28-multiplayer-social-online.js,4978,"if(result?.ok){closeChallengePrompt();applyAcceptedSocialAction(request.actionType,{incoming:true,role:['boatPassenger','vehiclePassenger'].includes(request.actionType)?'passenger':'participant',requestId:id,fromUid:request.fromUid,fromName:request.fromName,partnerName:request.fromName,vehicleId:request.vehicleId||request.extra?.vehicleId||''});toast(`Convite de ${request.fromName||'Jogador'} aceito.`,'good',2200);setTimeout(()=>window.OTTHOS_RTDB?.completeSocialRequest?.(id),1800);}else{closeCh"
if,28-multiplayer-social-online.js,4983,"async function launchSessionWithCountdown(session){if(!session)return;closeChallengePrompt();closeModal();let count=3;const draw=()=>openModal(`Duelo: ${multiplayerGameLabel(session.type)}`,`<div class=""duel-countdown""><small>Contra ${escapeHtml(sessionOpponentName(session))}</small><b>${count}</b><span>Prepare-se!</span></div>`,root=>{});draw();const timer=setInterval(()=>{count--;if(count<=0){clearInterval(timer);closeModal();startMultiplayerEducationGame(session);}else draw();},620);}"
else,28-multiplayer-social-online.js,4983,"async function launchSessionWithCountdown(session){if(!session)return;closeChallengePrompt();closeModal();let count=3;const draw=()=>openModal(`Duelo: ${multiplayerGameLabel(session.type)}`,`<div class=""duel-countdown""><small>Contra ${escapeHtml(sessionOpponentName(session))}</small><b>${count}</b><span>Prepare-se!</span></div>`,root=>{});draw();const timer=setInterval(()=>{count--;if(count<=0){clearInterval(timer);closeModal();startMultiplayerEducationGame(session);}else draw();},620);}"
if,28-multiplayer-social-online.js,4984,"function updateOnlineAttention(){const count=guardianCommunicationAllowed()?pendingChallenges().length+socialRequestPending().length+readyGameSessions().filter(s=>!s.players?.[window.OTTHOS_RTDB?.uid]?.finished).length:0;els.onlineBtn?.classList.toggle('attention',count>0);if(els.onlineBtn){const span=$('span',els.onlineBtn);if(span)span.textContent=count?`Online ${count}`:'Online';}}"
if,28-multiplayer-social-online.js,4988,"function rememberMatchResult(session){if(!session?.result)return null;const list=state.learning.matchHistory||(state.learning.matchHistory=[]),existing=list.find(x=>x.id===session.id);if(existing)return existing;const uid=window.OTTHOS_RTDB?.uid,r=session.result,mine=session.players?.[uid]||{},other=Object.entries(session.players||{}).find(([id])=>id!==uid)?.[1]||{};const entry={id:session.id,type:session.type,opponent:sessionOpponentName(session),myScore:Number(mine.score||0),otherScore:Number("
if,28-multiplayer-social-online.js,4991,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.da"
if,28-multiplayer-social-online.js,4992,"async function acceptIncomingChallenge(id){const c=incomingChallenges.get(id)||window.OTTHOS_RTDB?.getChallenges?.()?.[id];if(!c){toast('Convite não encontrado. Abra Online e tente novamente.','warn');return;}els.challengePromptAccept.disabled=true;els.challengePromptDecline.disabled=true;els.challengePromptAccept.textContent='Conectando...';const result=await window.OTTHOS_RTDB?.respondGameChallenge?.(id,true);if(!result?.ok){els.challengePromptAccept.disabled=false;els.challengePromptDecline.d"
else,28-multiplayer-social-online.js,4992,"async function acceptIncomingChallenge(id){const c=incomingChallenges.get(id)||window.OTTHOS_RTDB?.getChallenges?.()?.[id];if(!c){toast('Convite não encontrado. Abra Online e tente novamente.','warn');return;}els.challengePromptAccept.disabled=true;els.challengePromptDecline.disabled=true;els.challengePromptAccept.textContent='Conectando...';const result=await window.OTTHOS_RTDB?.respondGameChallenge?.(id,true);if(!result?.ok){els.challengePromptAccept.disabled=false;els.challengePromptDecline.d"
if,28-multiplayer-social-online.js,4993,"async function declineIncomingChallenge(id){const c=incomingChallenges.get(id);if(!c)return;els.challengePromptAccept.disabled=true;els.challengePromptDecline.disabled=true;await window.OTTHOS_RTDB?.respondGameChallenge?.(id,false);c.status='declined';incomingChallenges.set(id,c);closeChallengePrompt();refreshOpenSocialHub();updateOnlineAttention();}"
if,28-multiplayer-social-online.js,4994,"function highestUnlockedLevel(subject){let value=1;for(let level=2;level<=6;level++){if(subjectUnlocked(subject,level))value=level;}return value;}"
for,28-multiplayer-social-online.js,4994,"function highestUnlockedLevel(subject){let value=1;for(let level=2;level<=6;level++){if(subjectUnlocked(subject,level))value=level;}return value;}"
if,28-multiplayer-social-online.js,4995,"function openChallengePicker(uid,name){openModal(`Desafiar ${name}`,`<p>Escolha o jogo. O outro jogador receberá um cartão na tela com <b>Aceitar e jogar</b>.</p><div class=""challenge-picker""><button data-challenge-type=""math""><span>🔢</span><b>Matemática Kids</b><small>Contagem, soma e lógica</small></button><button data-challenge-type=""portuguese""><span>📚</span><b>Português Kids</b><small>Letras, sílabas e palavras</small></button><button data-challenge-type=""english""><span>🌎</span><b>English K"
else,28-multiplayer-social-online.js,4995,"function openChallengePicker(uid,name){openModal(`Desafiar ${name}`,`<p>Escolha o jogo. O outro jogador receberá um cartão na tela com <b>Aceitar e jogar</b>.</p><div class=""challenge-picker""><button data-challenge-type=""math""><span>🔢</span><b>Matemática Kids</b><small>Contagem, soma e lógica</small></button><button data-challenge-type=""portuguese""><span>📚</span><b>Português Kids</b><small>Letras, sílabas e palavras</small></button><button data-challenge-type=""english""><span>🌎</span><b>English K"
if,28-multiplayer-social-online.js,4997,"function startMultiplayerEducationGame(session){if(!session||session.status!=='active'){toast('Esta partida ainda não está pronta.','warn');return;}if(activeMultiplayerGameId&&activeMultiplayerGameId!==session.id){toast('Termine a partida atual.','warn');return;}activeMultiplayerGameId=session.id;closeChallengePrompt();runEducationGame({subject:session.type,level:Number(session.level||1),seed:Number(session.seed)||Date.now(),rounds:Number(session.rounds||5),multiplayer:true,opponent:sessionOppon"
if,28-multiplayer-social-online.js,4998,"function maybeShowMultiplayerResult(session){const players=Object.values(session.players||{}),uid=window.OTTHOS_RTDB?.uid;if(players.length<2||!players.every(p=>p.finished))return;if(!session.result){window.OTTHOS_RTDB?.finalizeGameSession?.(session.id);return;}const mine=session.players?.[uid],other=Object.entries(session.players||{}).find(([id])=>id!==uid)?.[1],entry=rememberMatchResult(session),won=!session.result.draw&&session.result.winnerUid===uid,draw=!!session.result.draw;if(entry&&!entr"
if,28-multiplayer-social-online.js,5000,function multiplayerStatusText(){const roomName=roomDisplayName(currentOnlineRoom());if(multiplayerState.connected)return`${roomName} • ${multiplayerState.count||1} online`;if(window.OTTHOS_RTDB?.configured)return multiplayerState.error?`Offline: ${multiplayerState.error}`:`Conectando ao ${roomName}...`;return'Firebase indisponível';}
if,28-multiplayer-social-online.js,5001,"function updateMultiplayerBadge(){if(!els.multiplayerBadge)return;els.multiplayerBadge.classList.toggle('online',multiplayerState.connected);els.multiplayerBadge.classList.toggle('offline',!multiplayerState.connected);const label=$('span',els.multiplayerBadge);if(label)label.textContent=multiplayerState.connected?`${multiplayerState.count||1} online`:'Offline';}"
if,28-multiplayer-social-online.js,5004,"function bindOnlinePlayerCards(root=els.modalBody){$$('[data-online-player]',root).forEach(btn=>btn.onclick=()=>{const uid=btn.dataset.onlinePlayer,ghost=world.ghosts.get(uid);if(ghost)openRemotePlayerActions(uid,ghost);});}"
if,28-multiplayer-social-online.js,5005,"function refreshOpenSocialHub(){updateOnlineAttention();if(els.modal.hidden||els.modalTitle.textContent!=='Mundo Online')return;const players=onlinePlayers(),status=$('#onlineStatusText',els.modalBody),count=$('#onlineCount',els.modalBody),list=$('#onlinePlayerList',els.modalBody),chat=$('#worldChatList',els.modalBody),socialInvites=$('#socialRequestInbox',els.modalBody),invites=$('#challengeInbox',els.modalBody),sessions=$('#activeGameSessions',els.modalBody),history=$('#duelHistory',els.modalB"
if,28-multiplayer-social-online.js,5009,"if(!guardianMultiplayerAllowed()){openModal('Mundo Online','<div class=""parent-gate""><span>🛡️</span><h3>Multiplayer desativado</h3><p>O modo online está temporariamente indisponível. Verifique a conexão e tente novamente.</p></div>');return;}"
if,28-multiplayer-social-online.js,5010,"if(!guardianCommunicationAllowed()){openModal('Mundo Online',`<div class=""online-status-card""><b>${multiplayerStatusText()}</b><span>A presença no bairro está ativa, mas comunicação, convites e interações foram desativados por um responsável.</span></div><div class=""social-tabs""><b>Jogadores no bairro</b><small>${players.length} além de você</small></div><div class=""online-player-list"">${players.map(p=>`<div class=""online-player-card""><span>👤</span><b>${escapeHtml(p.name)}</b><small>${Math.round"
if,28-multiplayer-social-online.js,5014,"$$('[data-approved-chat]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;const result=await window.OTTHOS_RTDB?.sendChat?.(btn.dataset.approvedChat);btn.disabled=false;if(result===false||result?.ok===false)toast(result?.error||'A frase não pôde ser enviada.','warn');});"
if,28-multiplayer-social-online.js,5023,"$$('[data-report-reason]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;const result=await window.OTTHOS_RTDB?.reportPlayer?.(uid,btn.dataset.reportReason);if(result?.ok===false||result===false){btn.disabled=false;toast(result?.error||'Não foi possível enviar a denúncia.','warn');return;}closeModal();toast('Denúncia registrada. Um responsável pode também bloquear esse jogador.','good',3000);});"
if,28-multiplayer-social-online.js,5028,"if(!guardianCommunicationAllowed()){toast('As interações foram desativadas por um responsável.','warn');return;}"
if,28-multiplayer-social-online.js,5032,if(btn.dataset.actionBusy==='1')return;btn.dataset.actionBusy='1';btn.disabled=true;const action=btn.dataset.playerAction;let completed=false;
if,28-multiplayer-social-online.js,5034,if(action==='message'){closeModal();openSocialHub();return;}
if,28-multiplayer-social-online.js,5035,"if(action==='report'){openReportPlayer(uid,name);return;}"
if,28-multiplayer-social-online.js,5036,"if(action==='block'){if(!(await confirmModal('Bloquear jogador',`Bloquear ${name} e ocultar seus contatos?`,'Bloquear','Cancelar')))return;const result=await window.OTTHOS_RTDB?.blockPlayer?.(uid);if(result?.ok===false||result===false){toast(result?.error||'Não foi possível bloquear.','warn');return;}remotePresence.delete(uid);const blockedGhost=world.ghosts.get(uid);if(blockedGhost){scene?.remove(blockedGhost);world.ghosts.delete(uid);}closeModal();toast(`${name} foi bloqueado.`,'good');return;"
if,28-multiplayer-social-online.js,5037,"if(action==='giftCoins'){completed=!!(await window.OTTHOS_RTDB?.sendGift?.(uid,{type:'coins',amount:10}));if(completed)toast(`Símbolo de moedas enviado para ${name}.`,'good');}"
if,28-multiplayer-social-online.js,5038,"else if(action==='giftCrystal'){completed=!!(await window.OTTHOS_RTDB?.sendGift?.(uid,{type:'crystal',amount:1}));if(completed)toast(`Símbolo de cristal enviado para ${name}.`,'good');}"
else,28-multiplayer-social-online.js,5038,"else if(action==='giftCrystal'){completed=!!(await window.OTTHOS_RTDB?.sendGift?.(uid,{type:'crystal',amount:1}));if(completed)toast(`Símbolo de cristal enviado para ${name}.`,'good');}"
if,28-multiplayer-social-online.js,5039,"else if(action==='challenge'){openChallengePicker(uid,name);return;}"
else,28-multiplayer-social-online.js,5039,"else if(action==='challenge'){openChallengePicker(uid,name);return;}"
if,28-multiplayer-social-online.js,5040,"else if(action==='wave'){completed=!!(await window.OTTHOS_RTDB?.sendInteraction?.(uid,{type:'wave'}));if(completed){triggerEmote('wave');toast(`Você acenou para ${name}.`,'good');}}"
else,28-multiplayer-social-online.js,5040,"else if(action==='wave'){completed=!!(await window.OTTHOS_RTDB?.sendInteraction?.(uid,{type:'wave'}));if(completed){triggerEmote('wave');toast(`Você acenou para ${name}.`,'good');}}"
else,28-multiplayer-social-online.js,5041,"else completed=await sendSocialActionRequest(uid,name,action,{boatId:state.boats.activeBoatId||'',vehicleId:player.car.id||'',campfireId:nearCamp?.data?.id||''});"
if,28-multiplayer-social-online.js,5042,"if(completed)closeModal();else if(action==='wave'||action.startsWith('gift'))toast('A ação não foi enviada. Confirme se as regras Firebase deste pacote foram publicadas.','warn',3200);"
else,28-multiplayer-social-online.js,5042,"if(completed)closeModal();else if(action==='wave'||action.startsWith('gift'))toast('A ação não foi enviada. Confirme se as regras Firebase deste pacote foram publicadas.','warn',3200);"
catch,28-multiplayer-social-online.js,5043,"}catch(error){toast(error?.message||'A ação online não pôde ser concluída.','warn',3000);}"
if,28-multiplayer-social-online.js,5044,finally{if(btn.isConnected){delete btn.dataset.actionBusy;btn.disabled=false;}}
if,28-multiplayer-social-online.js,5047,"function nearestRemotePlayer(){let found=null,best=Infinity;for(const [uid,g] of world.ghosts){const d=Math.hypot(player.x-g.position.x,player.z-g.position.z);if(d<2.7&&d<best){best=d;found={uid,ghost:g};}}return found;}"
for,28-multiplayer-social-online.js,5047,"function nearestRemotePlayer(){let found=null,best=Infinity;for(const [uid,g] of world.ghosts){const d=Math.hypot(player.x-g.position.x,player.z-g.position.z);if(d<2.7&&d<best){best=d;found={uid,ghost:g};}}return found;}"
if,28-multiplayer-social-online.js,5050,if(!worldGroup)return;const me=window.OTTHOS_RTDB?.uid||'';
